Taxa,Achnanthes_sp.,Amphora_ovalis,Attheya_zochariasi,Cocconeis_placentula,Coscinodiscus_sp.,Cyclotella_sp.,Cymatopleura_sp.,Cymbella_sp.,Diatoma_vulgare,Diploneis_ovalis,Eunotia_pectinalis,Eunotia_valida,Fragilaria_capucina,Fragilaria_sp.,Frustulia_sp.,Gomphonema_sp.,Gyrosigma_spenceri,Melosira_granulata,Navicula_sp.,Navicula_viridula,Nitzschia_linearis,Nitzschia_sp.,Pinnularia_nobilis,Rhizosolenia_longiseta,Stauroneis_acuta,Surirella_sp.,Synedra_acus,Synedra_sp.,Synedra_ulna,Tabellaria_sp.,?Tetraedron_enorme,Actinastrum_fluviatile,Ankistrodesmus_acicularis,Ankistrodesmus_convolutus,Ankistrodesmus_falcatus,Ankistrodesmus_falcatus_var._mirabilis,Ankistrodesmus_spiralis,Botryococcus_braunii,Chlamydomonas_sp.,Chlorella_sp.,Chlorogonium_elongatum,Chodatella_cilliata,Chodatella_longiseta,Chodatella_wratislaviensis,Closteriopsis_sp.,Closterium_kutzingii,Closterium_parvulum,Closterium_sp.,Coelastrum_microporum,Coelastrum_reticulatum,Coelastrum_sphaericum,Cosmarium_angulosum,Cosmarium_bioculatum,Cosmarium_circulare,Cosmarium_connatum,Cosmarium_depressum,Cosmarium_formosulum,Cosmarium_globosum,Cosmarium_obsoletum,Cosmarium_obtusatum,Cosmarium_quadrum,Cosmarium_sp.,Cosmarium_trilobulatum,Cosmarium_turgidum,Crucigenia_apiculata,Crucigenia_lauterbornei,Crucigenia_quadrata,Crucigenia_rectangularis,Crucigenia_tetrapedia,Dictyosphaeria_cavernosa,Dictyosphaerium_pulchellum,Echinosphaerella_limnetica,Elakatothrix_gelatinosa,Euastrum_elegans,Eudorina_elegans,Gloeocystis_sp.,Golenkinia_paucispina,Gonatozygon_kinahani,Gonium_pectorale,Kirchneriella_contorta,Kirchneriella_lunaris_,Kirchneriella_obesa,Micractinium_pusillum,Mougeotia_sp.,Nephrocytium_agardhianum,Oedogonium_sp.,Oocystis_lacustris,Pediastrum_biradiatum,Pediastrum_duplex,Pediastrum_simplex,Pediastrum_tetras_var._tetraodon,Platrotaenium_trabecula,Pleodorina_californica,Pteromonas_sp.,Quadrigula_sp.,Radiococcus_sp.,Raphidonema_nivale,Scenedesmus_acuminatus,Scenedesmus_arcuatus,Scenedesmus_armatus,Scenedesmus_bicaudatus,Scenedesmus_bijuga,Scenedesmus_denticulatus,Scenedesmus_dimorphus,Scenedesmus_javaensis,Scenedesmus_obliquus,Scenedesmus_perforatas,Scenedesmus_quadricauda,Schroederia_nitzschioides,Schroederia_robusta,Schroederia_setigera,Schroederia_spiralis,Scotiella_sinica,Selenastrum_bibraianum,Selenastrum_minutum,Sphaerocystis_schroeteri,Spondylosium_sp.,Staurastrum_aristiferum,Staurastrum_bifidum,Staurastrum_brevispinum,Staurastrum_connatum,Staurastrum_crenulatum,Staurastrum_gracile,Staurastrum_leptodermum,Staurastrum_paradoxum,Staurastrum_sp.,Staurodesmus_sp.,Tetrachlorella_sp.,Tetradesmus_wisconsinense,Tetraedron_bifurcatum,Tetraedron_caudatum,Tetraedron_hastatum,Tetraedron_hastatum_var._palatinum,Tetraedron_minimum,Tetraedron_trigonum,Tetraedron_trilobulatum,Tetraedron_tumidulum,Tetrallantos_lagerkeimii,Tetrastrum_staurogeniaeforme,Treubaria_crassispina,Treubaria_triappendiculata,Westella_botryoides,Westella_linearis,Xanthidium_cristatum,Dinobryon_cylindricum,Mallomonas_acaroides,Mallomonas_elongata,Mallomonas_oviformis,Synura_sp.,Chroomonas_caudata,Cryptomonas_erosa,Cryptomonas_marssonii,Cryptomonas_ovata,Cryptomonas_rostrata,Anabaena_sp.,Anabaenopsis_circularis,Aphanizomenon_sp.,Aphanocapsa_sp.,Aphanothece_sp.,Chroococcus_sp.,Coelosphaerium_kutzingianum,Cylindrospermopsis_raciborskii,Gomphosphaeria_sp.,Lyngbya_sp.,Merismopedia_elegans,Merismopedia_punctata,Merismopedia_tenuissima,Microcystis_aeruginosa,Microcystis_flosaquae,Microcystis_ichthyoblabe,Microcystis_novacekii,Microcystis_wesenbergii,Pseudanabaena_sp.,Raphidiopsis_sp.,Rhabdogloea_sp.,Spirulina_major,Ceratium_hirundinella,Glenodinium_pulvisculus,Gymnodinium_gyomnodinium,Peridiniopsis_cunningtonii,Peridinium_sp.,Euglena_amoeboides,Euglena_caudata,Euglena_clara,Euglena_deses,Euglena_interrupta,Euglena_oxyuris,Euglena_pisciformis,Lepocinclis_texta,Phacus_acuminatus,Phacus_longicauda,Phacus_pleuronectes,Strombomonas_ensifera,Trachelomonas_granulata,Trachelomonas_oblonga,Trachelomonas_reticulata
FJ2019022,11439.90566,,,,,446156.3208,,,,,,,41946.32075,,,,,240238.0189,3813.301887,,,7626.603774,,,,,19066.50943,,,,,,41946.32075,57199.5283,,,,,,560555.3774,,,,,7626.603774,,,,,,,,,,,,,,,,,,,,,7626.603774,,15253.20755,3813.301887,,,,,0,,,,,,,15253.20755,,,,15253.20755,0,,,,,,,,,,,,,,3813.301887,53386.22642,,,,,,,,,80079.33962,,,,,,,,,,,,,,,,,3813.301887,,,,,,,,,,,,,,,,,,,,,,,11439.90566,,,,,,,,76266.03774,0,19066.50943,,,,,,11439.90566,,0,0,0,0,0,3813.301887,194478.3962,,,,,,,,,,,,,,,,7626.603774,,,,,,41946.32075
FJ2019023,71331.17647,,,23777.05882,,166439.4118,,23777.05882,,,,,,,,,,356655.8824,,,,11888.52941,,,23777.05882,,35665.58824,,,,,,23777.05882,249659.1176,,,,,,3007797.941,,,,,11888.52941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,118885.2941,,,,,0,11888.52941,,,,,,,,,,,,47554.11765,106996.7647,392321.4706,,11888.52941,11888.52941,,,,,,725200.2941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11888.52941,,130773.8235,,,,,,,,0,0,142662.3529,,,,,23777.05882,95108.23529,,0,0,0,0,0,47554.11765,404210,,,,,,,,,,,,,,,,11888.52941,,,,,,
FJ2019024,134736.6667,,,16842.08333,16842.08333,33684.16667,,,,,,,,,,,,336841.6667,,,,16842.08333,,,,,67368.33333,,,,,,50526.25,117894.5833,,,,,,2795785.833,,,,,,,,,16842.08333,,,,,,,,,,,,,,,,,,,67368.33333,,,,,,0,,,,,,,101052.5,,,,,0,,,,,16842.08333,,16842.08333,,,,,,,,555788.75,,16842.08333,,,,,,,252631.25,,,,,,,,,,,,,,,,,,,,16842.08333,,,,,16842.08333,,,,,,,,,,,,,,,1936839.583,33684.16667,,16842.08333,,,,,0,0,185262.9167,,,,,,,117894.5833,0,0,0,0,0,50526.25,1818945,,,,16842.08333,,,,,,,,,,,,,,,,,,33684.16667
FJ2019039,142222.037,,,52397.59259,,134736.6667,,,,,,,,,,,,89824.44444,7485.37037,,,,,,,,321870.9259,,,,,,7485.37037,67368.33333,14970.74074,,,,,965612.7778,,,,,,,,,,,22456.11111,7485.37037,,,,,,,,,,,,7485.37037,,,,,,,,,,0,,,,,,,22456.11111,,,,44912.22222,0,,,,,,,,,,,,,,,194619.6296,,7485.37037,,,,7485.37037,,,112280.5556,,,,37426.85185,,,,,,,14970.74074,,,,,,,,,7485.37037,,,,,7485.37037,,,,,,,,,,,,,,,7485.37037,,,,,,,,0,0,59882.96296,,,,,,7485.37037,14970.74074,0,0,0,0,0,104795.1852,1354852.037,,,,,,,,,,,,,,,7485.37037,,,22456.11111,,,,7485.37037
FJ2019040,633874.7727,,,27559.77273,18373.18182,137798.8636,,18373.18182,,,,,,,,,,55119.54545,,,,,,,,,146985.4545,,,18373.18182,,,27559.77273,9186.590909,18373.18182,,,,,2085356.136,,,,,,,,,18373.18182,,,9186.590909,,,,,,18373.18182,,,,9186.590909,36746.36364,,,,,18373.18182,,,,,,0,,,,,,,64306.13636,,,,,0,,,,,,,,,,,,,,,64306.13636,9186.590909,,,,,9186.590909,,,183731.8182,,,,,,,,,,,,,9186.590909,,,,,,,,18373.18182,,,9186.590909,174545.2273,,,,,,,,,,,,,,,73492.72727,,,55119.54545,,,,18373.18182,0,0,73492.72727,,36746.36364,,,,,18373.18182,0,0,0,0,0,73492.72727,211291.5909,,,,,,,9186.590909,,,,,,,,18373.18182,9186.590909,,55119.54545,,,,110239.0909
FJ2019041,968710.1724,,,62722.24138,20907.41379,404210,,,,,,,,13938.27586,,,,90598.7931,,,,20907.41379,,,,,,,,,,,13938.27586,,,,,,,1087185.517,,,,,,,,,,6969.137931,6969.137931,,,,,,,,,,,13938.27586,27876.55172,,,,,,,,,,,0,,,,,,,41814.82759,,,,,0,6969.137931,,,,6969.137931,,,,,,,,6969.137931,6969.137931,41814.82759,,,,,,,,,41814.82759,,,,,,,,,,,,,,,,,,,,,27876.55172,,,,313611.2069,6969.137931,,,,,,,,,,,,,,,,,,,,,,0,0,20907.41379,,6969.137931,,,,41814.82759,,0,0,0,0,0,,139382.7586,,,,,,,6969.137931,,,,,,,,,,6969.137931,6969.137931,,,,20907.41379
FJ2019042,303157.5,,,12631.5625,,315789.0625,,12631.5625,,,,,,12631.5625,,,,25263.125,,,,37894.6875,,,12631.5625,,,,,,,,,12631.5625,,,,,,3359995.625,,,,,,,,,,,,37894.6875,,,12631.5625,,,151578.75,,,63157.8125,,315789.0625,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,63157.8125,,,12631.5625,,,,,,63157.8125,,,,12631.5625,,,,,25263.125,,,,,,,,,,,,,,,88420.9375,25263.125,,,,,12631.5625,,,,,,,,,,530525.625,,,25263.125,,,,,0,0,37894.6875,,25263.125,,,,25263.125,50526.25,0,0,0,0,0,25263.125,581051.875,,,,,,,,,,,,,,,,,,12631.5625,12631.5625,,,25263.125
FJ2019043,1274816.154,,,46639.61538,,15546.53846,,,,,,,,62186.15385,,,,,,,,,,,,,46639.61538,,,,,,15546.53846,31093.07692,,,,,,3062668.077,,,,,,,,,15546.53846,,46639.61538,46639.61538,,,31093.07692,,,155465.3846,,15546.53846,62186.15385,,994978.4615,,,,,,,,,,,0,,,,,,,31093.07692,,,,,0,31093.07692,,,,,,,,,,,,,,46639.61538,,,,,,,,,186558.4615,,,,,,,,,,,,46639.61538,,,,,15546.53846,,,,,,,15546.53846,46639.61538,,,,,,,,,,,,,,,,,,,,,,,0,0,139918.8462,,15546.53846,,,,248744.6154,,0,0,0,0,0,77732.69231,1150443.846,,,,,,,15546.53846,,,,,,,,,15546.53846,,46639.61538,,,,15546.53846
FJ2019044,3678311,,,60631.5,,121263,,,,,,,20210.5,,,,,20210.5,,,,,,,,,181894.5,,,,,,80842,,,,,,,2748628,,,,,,,,,,101052.5,20210.5,202105,,,20210.5,,,222315.5,,,,,464841.5,,,,,,,,,,,0,,,,,,,40421,,,,,0,20210.5,,,,,,,,,,,,,,60631.5,,,,,,,,,20210.5,,,,,,,,,,,,80842,,,,,,,,,,,,101052.5,40421,,,,,,,,,,,,,40421,,101052.5,,,,,,20210.5,,0,0,202105,,,,,,,,0,0,0,0,0,20210.5,1535998,,,,,,,,,,,,20210.5,,,,,,20210.5,,20210.5,,60631.5
FJ2019045,1768418.75,,,50526.25,,16842.08333,,,,,,,,33684.16667,,,,33684.16667,,,,,,,,,50526.25,,,,,,117894.5833,,,,,,,2526312.5,,,,,,,,,,84210.41667,,,,,16842.08333,,,33684.16667,,,,,218947.0833,,,,,50526.25,,,,,,0,16842.08333,,,,,,,,,,,0,,,,,,,,,,,,,,,67368.33333,,,,,,,,,33684.16667,,,,33684.16667,,,,,,,,50526.25,16842.08333,,,,,,,,,,,33684.16667,33684.16667,,,,,,,,,,,,,16842.08333,,50526.25,,,,,,,,0,0,218947.0833,,,,,,101052.5,,0,0,0,0,0,,2728417.5,,,,,,,,,,,,,,,,,,,,,,16842.08333
FJ2019046,1229472.083,,,84210.41667,,,,,,,,,,,,,,16842.08333,,,,,,,,,,,,,,,33684.16667,,,,,,,1970523.75,,,,,,,,,,286315.4167,,67368.33333,16842.08333,,,,,16842.08333,,,,,84210.41667,,,,,168420.8333,,,,,,0,16842.08333,,,,,,,50526.25,,,,0,16842.08333,,,,,,,,,,,,,,202105,,,,,,,,,134736.6667,,,,151578.75,,,,,,,,33684.16667,,,,,,,,,16842.08333,,,33684.16667,33684.16667,16842.08333,,,,,,,,,,16842.08333,,,,33684.16667,,,33684.16667,,,16842.08333,,0,269473.3333,218947.0833,,,,,,185262.9167,,0,0,0,0,0,,3149469.583,,,,,,,33684.16667,,,,,,,,,,,,,,,33684.16667
FJ2019049,485052,,,80842,,40421,,,,,,,16168.4,,,,,16168.4,,,,,,,,,,,,,,,121263,,24252.6,,,,,840756.8,,,,,8084.2,,,,72757.8,16168.4,,234441.8,,,8084.2,,,16168.4,,,,,16168.4,8084.2,,,,,,,,,,0,16168.4,,,,,,,,,,,0,,,,,,,,,,,,,,,153599.8,,,,,,,113178.8,,129347.2,,,,32336.8,,,,,,,,113178.8,16168.4,,,,,,,,,,,32336.8,40421,,,,,,16168.4,,,,,,,,,64673.6,,,,,,,,161684,64673.6,210189.2,,,,,,32336.8,,0,0,0,0,0,40421,1026693.4,,,,,,,,,,,,,,,,8084.2,8084.2,,,,,16168.4
FJ2019062,277894.375,,,12631.5625,,113684.0625,,,,,,,50526.25,,,,,12631.5625,37894.6875,,,,,,,,,,,,,,,,50526.25,,,,,2058944.688,,37894.6875,,,,,,,25263.125,,12631.5625,606315,,,,,,37894.6875,,,,,50526.25,,,,,75789.375,,,,,,0,,,,,,,12631.5625,,,,,0,25263.125,,,,,,,,,,,,,,265262.8125,,,,,,,176841.875,,543157.1875,,,,37894.6875,,,,,,,,252631.25,,,,,12631.5625,,,,12631.5625,,,,,,,,,,,,,,,,,12631.5625,,126315.625,,,,,,25263.125,12631.5625,0,707367.5,454736.25,,,,,,63157.8125,,0,0,0,0,0,277894.375,568420.3125,,,,,,,,,,,,,,,,,12631.5625,,,,,12631.5625
FJ2019063,202105,,,,,13473.66667,,,,,,,13473.66667,,,,,,,,,,,,,,,,,,,,309894.3333,,,,,,,1663997.833,,74105.16667,,,,,,,26947.33333,53894.66667,,127999.8333,,,6736.833333,,,,,,,,,,,,,,,,,,,0,,,,,,,6736.833333,,,,,0,33684.16667,,,,,,,,,,,,,,101052.5,,,,,,,53894.66667,,,,,,13473.66667,,,,,,,,26947.33333,6736.833333,,,,6736.833333,,,,,,,20210.5,13473.66667,,,,,,,,,,,,,,,107789.3333,,,,,,,6736.833333,269473.3333,161684,229052.3333,,,,,6736.833333,114526.1667,,0,0,0,0,0,13473.66667,74105.16667,,,,,,,13473.66667,,,,,,,,,,,,,6736.833333,,
FJ2019064,57744.28571,,,269473.3333,,134736.6667,,,,,,,,,,,,28872.14286,96240.47619,,,,,,,,,,,,,,336841.6667,,,,,,,1770824.762,,,,,,,,,9624.047619,9624.047619,,404210,,,38496.19048,,,,,,,,38496.19048,,,,,144360.7143,,,,,,0,,,,9624.047619,,,38496.19048,,,,,0,67368.33333,,,,,,,,,,,,,,288721.4286,,,,,,,86616.42857,,,,,,,,,,,,,,38496.19048,,,,,,,,,,,,9624.047619,,,,,,,,,,,,,,,,221353.0952,9624.047619,,,,,9624.047619,,384961.9048,923908.5714,356089.7619,,,,,,173232.8571,,0,0,0,0,0,,19248.09524,,,,,,,,,,,,,,,,,,,,,,19248.09524
FJ2019065,138282.3684,,,127645.2632,,1436009.211,,,,,,,,,,,,106371.0526,,,,,,,,,,,,,,,319113.1579,,21274.21053,,,,,957339.4737,,10637.10526,,,10637.10526,,,,42548.42105,,,287201.8421,,,74459.73684,,,,,,,,10637.10526,,,,,42548.42105,,,,,,0,10637.10526,,,10637.10526,,,21274.21053,,,,,0,31911.31579,,,,,,,,,,,,,,138282.3684,,,,,,,340387.3684,,,,,,10637.10526,,,,,,,21274.21053,74459.73684,,,,,,,,,10637.10526,,,,21274.21053,,,,,,,,,,,,,,,616952.1053,,,,,,,,425484.2105,425484.2105,361661.5789,,,,,,53185.52632,,0,0,0,0,0,,53185.52632,,,,,,,,,,,,,,,,,,,,,,53185.52632
FJ2019066,209323.0357,,,93834.46429,,1450825.179,,,,,,,,,,,,86616.42857,,,,,,,,,,,,,,,86616.42857,,,,,,,664059.2857,,7218.035714,,,7218.035714,,,,,14436.07143,21654.10714,137142.6786,,,21654.10714,,,7218.035714,,,7218.035714,,7218.035714,,,,,21654.10714,,,,,,0,21654.10714,,,,,,,,,,,0,21654.10714,,,,,,,,,,,,,,122706.6071,,,7218.035714,,,,151578.75,,14436.07143,,,,7218.035714,,,,,,,14436.07143,28872.14286,,,,,,,,,,,,,,,,,,,,,,,,,,,,86616.42857,,,7218.035714,,,,,0,173232.8571,245413.2143,,,,,43308.21429,7218.035714,,0,0,0,0,0,,21654.10714,,,,,,,,,,,,,,,,,,,7218.035714,,,
FJ2019067,110239.0909,,,55119.54545,,1580093.636,,,,,,,,,,,,27559.77273,9186.590909,,,,,,,,,,,,,,137798.8636,,,,,,,1129950.682,,27559.77273,,,9186.590909,,,,,18373.18182,9186.590909,284784.3182,,,,,,9186.590909,,,,,,,,,,27559.77273,,,,,,0,,,,,,,9186.590909,,,,,0,,,,,,,,,,9186.590909,,,,,358277.0455,,,9186.590909,,,,64306.13636,,18373.18182,,,,18373.18182,,,,,45932.95455,,,91865.90909,,,,,,,,,9186.590909,,,9186.590909,,,,,,,,,,,,,,,,27559.77273,,,,,,,,0,146985.4545,330717.2727,,,,,,18373.18182,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,128612.2727
FJ2019068,252631.25,,,315789.0625,,366315.3125,,,,,,,,,,,,12631.5625,,,,,,,,,,,,,,,164210.3125,,50526.25,,,,,2185260.313,12631.5625,12631.5625,,,37894.6875,,,,,50526.25,,1061051.25,,,12631.5625,,,37894.6875,,,,,25263.125,,,,,25263.125,,,,,,0,,,,12631.5625,,,,,,,,0,25263.125,,,,,,,,,,,,,,644209.6875,,,,,,,12631.5625,,,,,,50526.25,,,,,50526.25,,50526.25,126315.625,,,,,,,,,,,,,12631.5625,,,,,,,,,,,,,,,75789.375,,,,,,,12631.5625,0,1010525,290525.9375,,,,,,25263.125,,0,0,0,0,0,,37894.6875,,,,,,,,,,,,,,,,,,25263.125,,,,151578.75
FJ2019069,225882.0588,,,261547.6471,,356655.8824,,,,,,,,,,23777.05882,,35665.58824,,,,11888.52941,,,23777.05882,,,,,,,,106996.7647,,,,,,,1818945,,47554.11765,,,47554.11765,11888.52941,,,,,,927305.2941,,,11888.52941,,,35665.58824,,,,,23777.05882,,,,,47554.11765,,,11888.52941,,,0,11888.52941,,11888.52941,11888.52941,,,,,,,,0,23777.05882,,,,,,,,,,,,,,546872.3529,35665.58824,,,,,,11888.52941,,106996.7647,,,,11888.52941,,,,,106996.7647,,,178327.9412,,,,,,,,11888.52941,,,,23777.05882,,,47554.11765,,,,,,,,,,,,,35665.58824,,,,,,,,0,1046190.588,392321.4706,,,,,,35665.58824,,0,225882.0588,0,0,0,,130773.8235,,,,,,,23777.05882,,,,,,,,,,,,,,,95108.23529
FJ2019070,265927.6316,,,148919.4737,,191467.8947,,,,,,,,,,,,10637.10526,,,10637.10526,,,,,,,,,,,,159556.5789,,21274.21053,,,,,1478557.632,,,,,10637.10526,,,,,,,1223267.105,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,10637.10526,,,,,0,10637.10526,,,,,,,,,,,,,,308476.0526,,,,,,,74459.73684,,74459.73684,,,,10637.10526,,,,,223379.2105,,,159556.5789,,,,,,,,,,,,10637.10526,21274.21053,,,,,,,,,,,,,,,42548.42105,,,,,,,,0,1361549.474,265927.6316,,,,,,,,0,0,0,0,0,10637.10526,361661.5789,,,,,,,,,,,,,,,10637.10526,21274.21053,,10637.10526,,,,10637.10526
FJ2019082,151578.75,,,168420.8333,,319999.5833,,,,,,,,,,,,33684.16667,,,,,16842.08333,,,,,,,,,,353683.75,,,,,,,1296840.417,,,,,67368.33333,,,,,,,1482103.333,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,33684.16667,,,,,,,67368.33333,,,,16842.08333,16842.08333,,505262.5,,,,,,,168420.8333,,50526.25,,,,33684.16667,,,,,202105,,,336841.6667,134736.6667,,,,,,,,,,,16842.08333,16842.08333,,,,,,,,,,,16842.08333,,,,16842.08333,,,,,,,16842.08333,0,673683.3333,488420.4167,,,,,33684.16667,,,0,0,0,0,0,,2509470.417,,,,,,,,,,,,,,,,,,,,,,117894.5833
FJ2019086,181894.5,,,141473.5,10105.25,313262.75,,,,,,,,,,,,50526.25,,,,20210.5,,,10105.25,,,,,,,,181894.5,,,,,20210.5,,373894.25,,30315.75,,,50526.25,,,,,,,1263156.25,,,10105.25,,,30315.75,,,,,,,,,,80842,,,,,,0,,,,40421,,,,,,10105.25,,0,30315.75,,,,,,,,,,,,,,131368.25,,,,,,,262736.5,,90947.25,,,,,,,,,30315.75,,,20210.5,40421,,,,,,,10105.25,,,,,,,,,,,,,,,,,,,,10105.25,,,,,,,10105.25,0,0,171789.25,,,,,,50526.25,,0,0,0,0,0,,1364208.75,,,,,,,,,,,,,,,,,,,10105.25,,,10105.25
FJ2019087,15955.65789,,5318.552632,42548.42105,,117008.1579,,,,,,,,,,,,42548.42105,5318.552632,,,5318.552632,,,,,5318.552632,,,,,5318.552632,122326.7105,10637.10526,10637.10526,,,,,303157.5,,,,,10637.10526,,,,,,,228697.7632,,,10637.10526,,,5318.552632,,,,,,,,,5318.552632,,10637.10526,,,,,0,,,,,,,31911.31579,,,,26592.76316,0,5318.552632,,,,5318.552632,,,,,,,,,5318.552632,42548.42105,,,10637.10526,,,,5318.552632,,,,,,,,,,,,,,21274.21053,5318.552632,,,,5318.552632,,,,,,,5318.552632,,,21274.21053,,,,,,,,,,,,,228697.7632,26592.76316,,,5318.552632,,5318.552632,,212742.1053,0,101052.5,,,,,,5318.552632,,0,0,0,0,0,,1106258.947,,,,,,,,,,,,,,,5318.552632,,,,,,,10637.10526
FJ2019088,31312.04225,,,14232.74648,,233417.0423,,2846.549296,,,,,,,,,,19925.84507,5693.098592,,,2846.549296,,,,,8539.647887,,,,,,5693.098592,,,,,,,472527.1831,,,,,5693.098592,,,,,,,14232.74648,,,,,,,,,,,,,,,,31312.04225,25618.94366,,,,,2846.549296,,,,,,,45544.78873,,,5693.098592,5693.098592,0,11386.19718,,,,,,,,,,,5693.098592,,,54084.43662,2846.549296,,2846.549296,,,,28465.49296,,2846.549296,,,2846.549296,,,,,,2846.549296,5693.098592,,8539.647887,,,,,,,,2846.549296,,,,5693.098592,2846.549296,,11386.19718,,,,,,,,,,,2846.549296,,11386.19718,,,,,,2846.549296,,0,0,88243.02817,,,,,,45544.78873,,0,0,0,0,0,,165099.8592,,,,,,,,,,,,,,,5693.098592,,2846.549296,,,,,22772.39437
FJ2019089,51199.93333,,,18863.13333,,223662.8667,,2694.733333,,,,,2694.733333,,2694.733333,,,48505.2,24252.6,,,8084.2,2694.733333,,10778.93333,,2694.733333,,,,,,26947.33333,,5389.466667,,,,,482357.2667,,2694.733333,,,5389.466667,,,,,,,2694.733333,,,,,,,,,,,,,,,,5389.466667,2694.733333,,,,,0,2694.733333,,,,,,53894.66667,,,2694.733333,16168.4,0,5389.466667,,,,,,,,,2694.733333,,5389.466667,,,21557.86667,,,,,,,26947.33333,,13473.66667,,,,,,,,,,,,5389.466667,,,,,,,,10778.93333,,,,8084.2,5389.466667,,,,,,,,,,,,,2694.733333,,26947.33333,,,2694.733333,,,,,0,0,8084.2,,,,2694.733333,,18863.13333,,0,0,156294.5333,0,0,,142820.8667,,,,,,,8084.2,,,,,,,,,,,,,,,18863.13333
FJ2019090,44912.22222,,,4990.246914,2495.123457,371773.3951,,2495.123457,,,,,2495.123457,,,2495.123457,,44912.22222,17465.8642,,,,,,,,4990.246914,,,2495.123457,,,14970.74074,,9980.493827,,,,,256997.716,,,,,22456.11111,,,,,,,,,,,,,2495.123457,,,,,,,,,,9980.493827,2495.123457,,,,,0,,,,2495.123457,,,54892.71605,,,,4990.246914,0,,,,,2495.123457,,,9980.493827,,,,7485.37037,,,49902.46914,,,2495.123457,,,,,,19960.98765,,,,,,,,,,,,2495.123457,,,,,4990.246914,,,7485.37037,,,,,7485.37037,2495.123457,,,,,,,,,,4990.246914,,,,22456.11111,,,4990.246914,,,,2495.123457,0,0,32436.60494,,,,,,32436.60494,,0,0,0,0,0,2495.123457,144717.1605,,,,,,,2495.123457,,,,,,,,,,,,,,,4990.246914
FJ2019091,21731.72043,,,6519.516129,4346.344086,195585.4839,,4346.344086,,,,,,4346.344086,,,,32597.58065,17385.37634,,,,,,,,,,,,,,21731.72043,6519.516129,,,,,,330322.1505,,,,,23904.89247,,,,2173.172043,2173.172043,,,,,,,,,,,,,,,,,,8692.688172,2173.172043,4346.344086,,,,2173.172043,,,,,,,115178.1183,,,,,0,4346.344086,,,,2173.172043,,,13039.03226,,,,2173.172043,,,47809.78495,,,,,,,4346.344086,,10865.86022,2173.172043,,,,,,,,,,,,,,,,,,,,,,,,6519.516129,8692.688172,,,,,,,,,,,,,,19558.54839,,,,,,2173.172043,4346.344086,0,0,26078.06452,,,,,2173.172043,28251.23656,,0,0,0,0,0,2173.172043,89100.05376,,,,,,,2173.172043,,,,,,,,,,,,,,,4346.344086
FJ2019092,39214.40299,,,21115.44776,,283550.2985,,6032.985075,,,,,,,,,,45247.38806,9049.477612,,,,,,,,,,,,,,99544.25373,,,,,3016.492537,,422308.9552,,,,,21115.44776,,,,,3016.492537,,3016.492537,3016.492537,,,,,3016.492537,,,,,,,,,,66362.83582,,,,,,0,,,,,,,120659.7015,,,,9049.477612,0,3016.492537,,,,3016.492537,,,6032.985075,,3016.492537,,,,,63346.34328,,3016.492537,,,,,6032.985075,,3016.492537,,,9049.477612,,,,,,,,,3016.492537,,,,,3016.492537,,,,,,,6032.985075,27148.43284,,,,,,,,,,,,,,,9049.477612,,,3016.492537,,,,,60329.85075,0,6032.985075,,,,,,6032.985075,,0,0,0,0,0,,177973.0597,,,,,,,,,,,,,,,,3016.492537,,,,,,9049.477612
FJ2020009,26361.52174,,,21967.93478,4393.586957,360274.1304,,,,,,,,,,,,83478.15217,26361.52174,,,,,,,,4393.586957,,,4393.586957,,,333912.6087,,,,,,,527230.4348,,,4393.586957,,26361.52174,,,,,4393.586957,,,,,,,,8787.173913,,,,,,,,,,26361.52174,,,,,,4393.586957,26361.52174,,,,,,250434.4565,,,,,0,8787.173913,,,,,,,,,,,,,4393.586957,83478.15217,,,,,,,,,4393.586957,,,,,,,,,,,,,,,,,13180.76087,,,,,,,13180.76087,21967.93478,4393.586957,,,,,4393.586957,,,,,,,,,26361.52174,,,8787.173913,,,,,0,0,21967.93478,,,,,,8787.173913,,0,0,0,0,0,,193317.8261,,21967.93478,,,,,,,,,,,,,,4393.586957,4393.586957,,,,,13180.76087
FJ2020016,52723.04348,,,21967.93478,,505262.5,,8787.173913,,,,,,,4393.586957,13180.76087,,114233.2609,13180.76087,,,,,,,,,,,,,,162562.7174,13180.76087,17574.34783,,,,,562379.1304,,,,,43935.86957,,,,,,,,,,,,,4393.586957,,,,,,,,,,39542.28261,,,,,,0,8787.173913,,,,,,215285.7609,,,,,0,4393.586957,,,,,,,,,,,,,,70297.3913,,,4393.586957,,,,8787.173913,,4393.586957,,,4393.586957,,4393.586957,,,,13180.76087,,,,,,,,4393.586957,,,13180.76087,4393.586957,,,8787.173913,26361.52174,,,,,,,,,,,21967.93478,,,,30755.1087,,,,,,,,0,0,26361.52174,,,,,,,,0,0,0,0,0,8787.173913,114233.2609,,,,,,,4393.586957,,,,,4393.586957,,,,8787.173913,4393.586957,,,,,8787.173913
